timestamp(s),nodeId,destination,nextHop,hops,score,seq,action
1069.035127545,7,6,6,1,1,17,USED
1069.264742471,3,8,8,1,1,9,USED
1070.493470961,1,4,4,1,1,17,USED
1071.877940882,0,7,4,2,2,17,USED
1072.144748858,2,1,1,1,1,17,USED
1074.213289177,6,2,2,1,1,17,USED
1074.600531278,5,8,8,1,1,17,USED
1074.686673106,8,4,4,1,1,17,USED
1075.285564319,4,6,6,1,1,15,USED
1079.035127545,7,6,6,1,1,17,USED
1079.264742471,3,8,8,1,1,9,USED
1080.493470961,1,4,4,1,1,17,USED
1081.877940882,0,4,4,1,1,17,USED
1082.144748858,2,5,5,1,1,17,USED
1084.213289177,6,7,7,1,1,17,USED
1084.600531278,5,8,8,1,1,17,USED
1084.686673106,8,6,6,1,1,9,USED
1085.285564319,4,3,3,1,1,18,USED
1089.035127545,7,1,1,1,1,18,USED
1089.264742471,3,1,1,1,1,18,USED
1090.493470961,1,2,2,1,1,18,USED
1091.877940882,0,4,4,1,1,18,USED
1092.144748858,2,3,1,2,2,18,USED
1094.213289177,6,1,7,2,2,18,USED
1094.600531278,5,4,4,1,1,18,USED
1094.686673106,8,6,6,1,1,9,USED
1095.285564319,4,3,3,1,1,18,USED
1099.035127545,7,3,6,2,2,18,USED
1099.264742471,3,7,7,1,2,18,USED
1100.493470961,1,4,4,1,1,18,USED
