timestamp(s),nodeId,src,dst,seq,ttl,hops,rssi(dBm),battery(mV),score,sf,energyJ,energyFrac,forwarded
458.098559366,5,7,2,117,63,0,0,0,0,12,3872.490476271,0.996010925,1
458.098559851,2,7,2,117,63,0,0,0,0,12,3877.659315764,0.997340359,0
458.365923503,6,3,6,151,63,0,0,0,0,12,3873.449039504,0.996257469,0
458.795330447,7,6,7,156,63,0,0,0,0,12,3876.692774386,0.997091763,0
458.899494846,8,5,8,150,63,0,0,0,0,12,3875.220102258,0.996712989,0
459.343628029,5,8,5,129,63,0,0,0,0,12,3872.356595919,0.995976491,0
459.795331038,0,6,1,157,63,0,0,0,0,12,3874.681279993,0.996574403,1
460.343628029,5,8,0,130,63,0,0,0,0,12,3872.284510395,0.995957950,1
460.365923503,6,3,7,153,63,0,0,0,0,12,3873.292983870,0.996217331,1
460.899494846,8,5,8,152,63,0,0,0,0,12,3875.069988917,0.996674380,0
461.098559366,3,7,1,120,63,0,0,0,0,12,3872.795638306,0.996089413,1
461.098559712,1,7,1,120,63,0,0,0,0,12,3874.682017753,0.996574593,0
461.795330447,3,6,3,159,63,0,0,0,0,12,3872.658973856,0.996054263,0
462.098559366,5,7,2,121,63,0,0,0,0,12,3872.075425417,0.995904173,1
462.098559851,2,7,2,121,63,0,0,0,0,12,3877.370973666,0.997266197,0
462.899495089,1,5,1,154,63,0,0,0,0,12,3874.538993316,0.996537807,0
463.098559121,6,7,0,122,63,0,0,0,0,12,3873.017884083,0.996146575,1
463.343628029,5,8,1,133,63,0,0,0,0,12,3871.935602772,0.995868211,1
463.625836698,5,1,5,156,63,0,0,0,0,12,3871.867651726,0.995850733,0
463.795331038,0,6,0,161,63,0,0,0,0,12,3874.320670078,0.996481654,0
464.098559121,6,7,6,123,63,0,0,0,0,12,3872.885415327,0.996112504,0
465.098559366,5,7,2,124,63,0,0,0,0,12,3871.726517794,0.995814434,1
465.238335956,2,7,2,124,62,1,0,0,0,12,3877.147969690,0.997208840,0
466.098559366,5,7,5,125,63,0,0,0,0,12,3871.594049038,0.995780362,0
466.795331038,0,6,0,164,63,0,0,0,0,12,3874.104413504,0.996426032,0
